Method,Name,Error,Occurrences
PATCH,/prime/v1/move-task-orders/{moveTaskOrderID}/post-counseling-info,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/move-task-orders/8f4cdba4-328d-4d28-86bc-0d979d674e72/post-counseling-info (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af161b8e0>: Failed to establish a new connection: [Errno 111] Connection refused'))",13
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/ceeb214a-6097-404e-8049-e6a3ec7d73f3/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b0691b850>: Failed to establish a new connection: [Errno 111] Connection refused'))",22
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/6e254906-f909-40e0-9729-c7d67fe09bc6/agents/d6549689-4de1-4b1c-bf8e-903de83bc3cd (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b07c7e0d0>: Failed to establish a new connection: [Errno 111] Connection refused'))",5
PATCH,/prime/v1/move-task-orders/{moveTaskOrderID}/post-counseling-info,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/move-task-orders/66747c52-e48e-4175-9c35-0daf001df7c2/post-counseling-info (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b0c1bca90>: Failed to establish a new connection: [Errno 111] Connection refused'))",19
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/f91fbbf9-45d4-4891-ab12-73e870fa3239/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b040799a0>: Failed to establish a new connection: [Errno 111] Connection refused'))",5
POST,/prime/v1/payment-requests/{paymentRequestID}/uploads,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/payment-requests/d5a149b3-1e08-4a4d-ae5e-9eb7c0db9e3c/uploads (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b05b567c0>: Failed to establish a new connection: [Errno 111] Connection refused'))",20
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/bd176c15-6e4a-4872-a968-066deb5e9145/addresses/f8e2193f-b8f5-403e-b6c2-feb0ae7d63de (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af0a3da30>: Failed to establish a new connection: [Errno 111] Connection refused'))",3
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/87eed891-41c6-4ad8-94bb-c3f7b134c01d/addresses/4785c636-d8b2-4750-ad9c-e08de23ad10c (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af132ffd0>: Failed to establish a new connection: [Errno 111] Connection refused'))",2
GET,/support/v1move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/92af7069-dfed-4b34-9533-2076fe3bca3f (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b040c48b0>: Failed to establish a new connection: [Errno 111] Connection refused'))",33
PATCH,/prime/v1/move-task-orders/{moveTaskOrderID}/post-counseling-info,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/move-task-orders/2ad7866a-1775-4bbe-8ee8-ea2fa6e122a7/post-counseling-info (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b05ec7370>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
POST,/prime/v1/mto-service-items,500 Server Error: Internal Server Error for url: https://api.exp.move.mil/prime/v1/mto-service-items,31
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/631b5025-72fd-413e-830a-2f4108cbe21e/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af013ceb0>: Failed to establish a new connection: [Errno 111] Connection refused'))",3
GET,/support/v1move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/108fc766-2e38-4480-b6c9-6686d47144f0 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b05ecd520>: Failed to establish a new connection: [Errno 111] Connection refused'))",31
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/e24b8be8-9c0a-4f1e-8da3-9e3fa52b55c4/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af17a4cd0>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/77c9050c-3d43-4116-a29a-53f78f41381b/addresses/5c49241a-a824-452f-9268-daa74515dd96 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af15d3d90>: Failed to establish a new connection: [Errno 111] Connection refused'))",3
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/77302a76-ac5b-46ad-8abd-75333bd4c69b (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b0600b820>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/afd8a3c1-607f-4e9c-9ef1-825f9cc4ab87 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b05e988e0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",2
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/cdc5fa50-1354-4f41-92ad-a61f3d47c256 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b07365610>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/b66ea789-bc5e-478f-a92f-a4c22a884fc7/addresses/7ab452e8-ab58-4eb0-b875-7cbaed47df82 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b0735a4f0>: Failed to establish a new connection: [Errno 111] Connection refused'))",2
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/779978dc-ff96-490a-8c43-06d2455e8876/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af17815e0>: Failed to establish a new connection: [Errno 111] Connection refused'))",19
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/1192e165-3e71-4fad-85ab-26dc2801ea26/agents/eebf3441-18f4-4142-9b05-961bac2ba7ce (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b06633a90>: Failed to establish a new connection: [Errno 111] Connection refused'))",3
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/771c51dc-1218-4832-8e6e-21189479fae5/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af17811c0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",5
POST,/prime/v1/payment-requests/{paymentRequestID}/uploads,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/payment-requests/804d56c0-59ef-43b7-b8a5-6a14dba55fa5/uploads (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b065c15e0>: Failed to establish a new connection: [Errno 111] Connection refused'))",22
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/9c490180-9370-430a-8296-c4a4211fe7b3/addresses/74dbadc0-63f1-49eb-b98e-62de0e573ecd (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af04a6e80>: Failed to establish a new connection: [Errno 111] Connection refused'))",2
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/6e254906-f909-40e0-9729-c7d67fe09bc6 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b06b33100>: Failed to establish a new connection: [Errno 111] Connection refused'))",5
GET,/support/v1move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/fa222a14-189d-4720-b649-280c2f80e658 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b0650e280>: Failed to establish a new connection: [Errno 111] Connection refused'))",25
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/25dacb5b-ed02-4e32-8df3-9116fde15a04/addresses/4e351831-db2e-462d-b8fa-0f98d101c004 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af13bef40>: Failed to establish a new connection: [Errno 111] Connection refused'))",2
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/27c9fa4b-2a06-4959-8d7a-ea4327c7cd17/addresses/f8d51205-cef6-41a0-90cf-33c9399c8f80 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b060760a0>: Failed to establish a new connection: [Errno 111] Connection refused'))",6
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/bd176c15-6e4a-4872-a968-066deb5e9145/agents/658f4b86-7f59-4129-b74c-41490dd8522a (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af13bee20>: Failed to establish a new connection: [Errno 111] Connection refused'))",8
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/2253c5e6-10b4-489f-87ac-bfab87435264/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af06f2340>: Failed to establish a new connection: [Errno 111] Connection refused'))",10
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/85de3a23-92f1-46c9-967d-38caf0a65b7d/addresses/049cfba8-cc42-44d9-97a2-d26d656dc42c (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b07b80040>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/7a0ccfe4-12e7-4df0-b543-57a27998f7b5/addresses/fb3a4695-71ab-47c9-8b5f-e9e51fc0fafc (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af1713d60>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
POST,/prime/v1/payment-requests/{paymentRequestID}/uploads,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/payment-requests/292f01a2-ad3e-4155-9c00-13d560088eff/uploads (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b040808b0>: Failed to establish a new connection: [Errno 111] Connection refused'))",10
POST,/prime/v1/payment-requests,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/payment-requests (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b05efb280>: Failed to establish a new connection: [Errno 111] Connection refused'))",437
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/029c8f58-0754-48ca-9ba4-efe93ab8d282/agents/2776a6a2-25d6-4c78-89cb-e4dd05236497 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b077861c0>: Failed to establish a new connection: [Errno 111] Connection refused'))",7
PATCH,/prime/v1/move-task-orders/{moveTaskOrderID}/post-counseling-info,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/move-task-orders/0d893bc0-c8fd-4f92-a874-1c847cdff152/post-counseling-info (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af163eee0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",2
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/7a0ccfe4-12e7-4df0-b543-57a27998f7b5/addresses/46ce5d2e-3768-41d1-926f-fa61394e8701 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af157ca30>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/6e254906-f909-40e0-9729-c7d67fe09bc6/addresses/2679ec82-bbd0-40b8-b841-a2c69fef7c17 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b06144ac0>: Failed to establish a new connection: [Errno 111] Connection refused'))",4
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/bd28458c-d88b-4267-8b4a-da73a62ba75a (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b0403d760>: Failed to establish a new connection: [Errno 111] Connection refused'))",7
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/74e33d1f-d813-45c4-9503-6893ea688a1f/addresses/f5899c99-6343-4439-9edb-b3989e8fdbb6 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b065efee0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",2
POST,/prime/v1/payment-requests/{paymentRequestID}/uploads,"('Connection aborted.', OSError(0, 'Error'))",17
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/df498eee-dd8c-4ec2-a402-bbf2e74e841e/addresses/9f47aae8-9eaf-4eeb-af49-715cb7d10e0c (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b06a7ac40>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/7b9bb845-571c-4bed-a73f-65cdf3f7ddba/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b0631c040>: Failed to establish a new connection: [Errno 110] Connection timed out'))",3
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/a8c63fb1-efc4-4af1-ae0a-6e5fa23dfa23/addresses/8306caea-eb2b-45ec-9f0d-74df7a4149c1 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b07d74e20>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
